LST_DATE,LST_TIME,T_HR_AVG,P_CALC
20200104,2200,-0.6,0.0
20200104,2300,-0.6,0.0
20200105,0000,-0.5,0.0
20200105,0100,-0.8,0.0
20200105,0200,-1.2,0.0
20200105,0300,-1.4,0.0
20200105,0400,-1.5,0.0
20200105,0500,-1.7,0.0
20200105,0600,-1.6,0.0
20200105,0700,-1.6,0.0
20200105,0800,-1.8,0.0
20200105,0900,-1.9,0.0
20200105,1000,-1.9,0.0
20200105,1100,-1.7,0.0
20200105,1200,-1.5,0.0
20200105,1300,-1.1,0.0
20200105,1400,-0.8,0.0
20200105,1500,-0.2,0.0
20200105,1600,0.6,0.0
20200105,1700,0.6,0.0
20200105,1800,0.9,0.0
20200105,1900,1.4,0.0
20200105,2000,1.8,0.0
20200105,2100,2.2,0.0
20200105,2200,3.0,0.0
20200105,2300,4.1,0.0
20200106,0000,4.3,0.0
20200106,0100,3.9,0.0
20200106,0200,3.9,0.0
20200106,0300,3.8,0.0
20200106,0400,3.6,0.0
20200106,0500,2.6,0.0
20200106,0600,2.0,0.0
20200106,0700,1.5,0.0
20200106,0800,0.6,0.0
20200106,0900,0.2,0.0
20200106,1000,0.7,0.0
20200106,1100,1.4,0.0
20200106,1200,2.1,0.0
20200106,1300,3.1,0.0
20200106,1400,3.9,0.0
20200106,1500,4.4,0.0
20200106,1600,4.1,0.0
20200106,1700,3.9,0.0
20200106,1800,3.1,0.0
20200106,1900,2.3,0.0
20200106,2000,1.8,0.0
20200106,2100,1.1,0.0
20200106,2200,0.8,0.0
20200106,2300,0.9,0.0
20200107,0000,0.6,0.0
20200107,0100,0.3,0.0
20200107,0200,-0.1,0.0
20200107,0300,-0.2,0.0
20200107,0400,-1.7,0.0
20200107,0500,-3.1,0.0
20200107,0600,-3.0,0.0
20200107,0700,-3.1,0.0
20200107,0800,-3.2,0.0
20200107,0900,-2.7,0.0
20200107,1000,-1.7,0.0
20200107,1100,-0.5,0.0
20200107,1200,1.7,0.0
20200107,1300,3.6,0.0
20200107,1400,5.3,0.0
20200107,1500,6.3,0.0
20200107,1600,5.7,0.0
20200107,1700,4.7,0.0
20200107,1800,3.5,0.0
20200107,1900,3.0,0.0
20200107,2000,3.0,0.0
20200107,2100,3.0,0.0
20200107,2200,2.4,0.0
20200107,2300,1.7,0.0
20200108,0000,1.4,0.0
20200108,0100,1.5,0.0
20200108,0200,1.6,0.0
20200108,0300,0.9,0.0
20200108,0400,0.4,0.0
20200108,0500,0.1,0.0
20200108,0600,-0.7,0.0
20200108,0700,-1.2,0.0
20200108,0800,-1.7,0.0
20200108,0900,-1.9,0.0
20200108,1000,-1.9,0.0
20200108,1100,-2.1,0.0
20200108,1200,-2.5,0.0
20200108,1300,-2.4,0.0
20200108,1400,-2.5,0.0
20200108,1500,-2.4,0.0
20200108,1600,-3.3,0.0
20200108,1700,-3.8,0.0
20200108,1800,-4.9,0.0
20200108,1900,-5.4,0.0
20200108,2000,-5.7,0.0
20200108,2100,-5.9,0.0
20200108,2200,-6.6,0.0
20200108,2300,-7.1,0.0
20200109,0000,-7.9,0.0
20200109,0100,-7.6,0.0
20200109,0200,-7.6,0.0
20200109,0300,-7.4,0.0
20200109,0400,-7.2,0.0
20200109,0500,-7.1,0.0
20200109,0600,-7.1,0.0
20200109,0700,-6.6,0.0
20200109,0800,-6.3,0.0
20200109,0900,-6.0,0.0
20200109,1000,-4.6,0.0
20200109,1100,-2.4,0.0
20200109,1200,0.6,0.0
20200109,1300,2.3,0.0
20200109,1400,4.5,0.0
20200109,1500,5.9,0.0
20200109,1600,6.8,0.0
20200109,1700,6.5,0.0
20200109,1800,6.5,0.0
20200109,1900,7.5,0.0
20200109,2000,8.0,0.0
20200109,2100,8.4,0.0
20200109,2200,7.9,0.0
20200109,2300,8.0,0.0
20200110,0000,8.7,0.0
20200110,0100,9.0,0.0
20200110,0200,9.4,0.0
20200110,0300,9.4,0.0
20200110,0400,8.4,0.0
20200110,0500,7.3,1.7
20200110,0600,6.8,1.5
20200110,0700,6.1,0.7
20200110,0800,5.9,1.5
20200110,0900,6.1,0.7
20200110,1000,6.7,0.7
20200110,1100,7.0,1.1
20200110,1200,7.2,1.0
20200110,1300,7.6,1.6
20200110,1400,8.5,0.0
20200110,1500,9.3,0.0
20200110,1600,9.0,1.4
20200110,1700,9.0,0.7
20200110,1800,9.0,0.3
20200110,1900,9.3,0.7
20200110,2000,10.7,0.0
20200110,2100,10.7,0.0
20200110,2200,11.4,0.0
20200110,2300,12.5,0.0
20200111,0000,12.8,0.0
20200111,0100,12.1,1.2
20200111,0200,11.6,1.0
20200111,0300,12.1,0.0
20200111,0400,12.5,0.0
20200111,0500,12.8,0.0
20200111,0600,13.7,0.0
20200111,0700,14.4,0.0
20200111,0800,14.1,2.5
20200111,0900,14.2,0.0
20200111,1000,15.4,0.0
20200111,1100,16.6,0.0
20200111,1200,16.7,0.4
20200111,1300,17.8,0.0
20200111,1400,18.5,0.0
20200111,1500,19.4,0.0
20200111,1600,18.4,0.0
20200111,1700,15.8,0.3
20200111,1800,15.2,0.6
20200111,1900,14.8,0.3
20200111,2000,14.7,0.8
20200111,2100,14.3,1.6
20200111,2200,14.2,0.0
20200111,2300,14.6,0.2
20200112,0000,15.2,0.0
20200112,0100,15.0,2.2
20200112,0200,13.3,0.6
20200112,0300,8.7,0.0
20200112,0400,5.5,0.0
20200112,0500,4.2,0.0
20200112,0600,3.2,0.0
20200112,0700,2.5,0.0
20200112,0800,1.4,0.0
20200112,0900,1.3,0.0
20200112,1000,1.5,0.0
20200112,1100,1.6,0.0
20200112,1200,1.3,0.0
20200112,1300,1.1,0.0
20200112,1400,1.3,0.0
20200112,1500,1.7,0.0
20200112,1600,1.9,0.0
20200112,1700,2.0,0.0
20200112,1800,1.7,0.0
20200112,1900,1.6,0.0
20200112,2000,1.7,0.0
20200112,2100,1.9,0.0
20200112,2200,2.1,0.0
20200112,2300,2.3,0.0
20200113,0000,2.5,0.0
20200113,0100,2.6,0.0
20200113,0200,2.7,0.0
20200113,0300,3.0,0.0
20200113,0400,3.2,0.0
20200113,0500,3.3,0.0
20200113,0600,3.1,0.0
20200113,0700,2.8,0.0
20200113,0800,3.1,0.0
20200113,0900,3.5,0.0
20200113,1000,4.3,0.0
20200113,1100,5.2,0.0
20200113,1200,5.8,0.0
20200113,1300,6.3,0.0
20200113,1400,6.6,0.0
20200113,1500,6.3,0.0
20200113,1600,6.2,0.0
20200113,1700,5.8,0.0
20200113,1800,4.4,0.0
20200113,1900,4.0,0.0
20200113,2000,2.4,0.0
20200113,2100,1.7,0.0
20200113,2200,1.6,0.0
20200113,2300,0.9,0.0
20200114,0000,0.1,0.0
20200114,0100,1.0,0.0
20200114,0200,0.9,0.0
20200114,0300,0.8,0.0
20200114,0400,0.6,0.0
20200114,0500,0.5,0.0
20200114,0600,0.5,0.0
20200114,0700,1.0,0.0
20200114,0800,1.5,0.0
20200114,0900,1.5,0.0
20200114,1000,1.6,0.0
20200114,1100,4.4,0.0
20200114,1200,6.5,0.0
20200114,1300,9.3,0.0
20200114,1400,10.9,0.0
20200114,1500,10.9,0.0
20200114,1600,10.7,0.0
20200114,1700,9.0,0.0
20200114,1800,6.3,0.0
20200114,1900,5.0,0.0
20200114,2000,4.7,0.0
20200114,2100,4.6,0.0
20200114,2200,3.7,0.0
20200114,2300,2.9,0.0
20200115,0000,2.3,0.0
20200115,0100,1.5,0.0
20200115,0200,0.7,0.0
20200115,0300,1.3,0.0
20200115,0400,1.1,0.0
20200115,0500,1.0,0.0
20200115,0600,1.2,0.0
20200115,0700,1.3,0.0
20200115,0800,1.5,0.0
20200115,0900,1.6,0.0
20200115,1000,2.4,0.0
20200115,1100,4.5,0.0
20200115,1200,6.0,0.0
20200115,1300,7.5,0.0
20200115,1400,7.9,0.0
20200115,1500,6.9,0.0
20200115,1600,7.1,0.0
20200115,1700,6.9,0.0
20200115,1800,6.6,0.3
20200115,1900,6.5,0.0
20200115,2000,6.9,0.0
20200115,2100,8.2,0.0
20200115,2200,8.9,0.0
20200115,2300,7.4,0.0
20200116,0000,5.8,0.0
20200116,0100,4.6,0.0
20200116,0200,3.9,0.0
20200116,0300,3.4,0.0
20200116,0400,3.1,0.0
20200116,0500,2.4,0.0
20200116,0600,2.1,0.0
20200116,0700,2.1,0.0
20200116,0800,2.1,0.0
20200116,0900,1.9,0.0
20200116,1000,1.1,0.0
20200116,1100,0.7,0.0
20200116,1200,0.6,0.0
20200116,1300,0.3,0.0
20200116,1400,-0.1,0.0
20200116,1500,-0.7,0.0
20200116,1600,-0.8,0.0
20200116,1700,-1.3,0.0
20200116,1800,-1.7,0.0
20200116,1900,-2.0,0.0
20200116,2000,-2.6,0.0
20200116,2100,-3.2,0.0
20200116,2200,-3.8,0.0
20200116,2300,-4.1,0.0
20200117,0000,-4.1,0.0
20200117,0100,-4.0,0.0
20200117,0200,-4.1,0.0
20200117,0300,-4.1,0.0
20200117,0400,-4.2,0.0
20200117,0500,-4.6,0.0
20200117,0600,-5.1,0.0
20200117,0700,-5.9,0.0
20200117,0800,-6.5,0.0
20200117,0900,-5.5,0.0
20200117,1000,-4.9,0.0
20200117,1100,-4.4,0.0
20200117,1200,-4.0,0.0
20200117,1300,-3.5,0.0
20200117,1400,-2.9,0.0
20200117,1500,-2.8,0.0
20200117,1600,-2.6,0.0
20200117,1700,-3.0,0.0
20200117,1800,-3.4,0.0
20200117,1900,-3.6,0.0
20200117,2000,-3.6,0.0
20200117,2100,-3.5,0.0
20200117,2200,-3.4,0.0
20200117,2300,-3.1,0.0
20200118,0000,-2.9,0.0
20200118,0100,-4.0,2.6
20200118,0200,-4.0,0.5
20200118,0300,-4.1,0.5
20200118,0400,-3.7,0.0
20200118,0500,-2.9,0.3
20200118,0600,-2.6,0.4
20200118,0700,-2.2,1.3
20200118,0800,-1.3,2.9
20200118,0900,-0.4,4.4
20200118,1000,0.2,2.9
20200118,1100,0.6,3.2
20200118,1200,0.8,1.1
20200118,1300,1.1,0.4
20200118,1400,1.6,0.2
20200118,1500,2.2,0.2
20200118,1600,3.0,0.2
20200118,1700,4.2,0.4
20200118,1800,5.1,0.0
20200118,1900,3.6,0.0
20200118,2000,2.2,0.0
20200118,2100,2.1,0.0
20200118,2200,2.1,0.0
20200118,2300,1.3,0.0
20200119,0000,-0.7,0.0
20200119,0100,-2.2,0.0
20200119,0200,-3.1,0.0
20200119,0300,-3.9,0.0
20200119,0400,-5.2,0.0
20200119,0500,-6.0,0.0
20200119,0600,-6.8,0.0
20200119,0700,-7.3,0.0
20200119,0800,-8.6,0.0
20200119,0900,-8.9,0.0
20200119,1000,-9.3,0.0
20200119,1100,-9.8,0.0
20200119,1200,-9.8,0.0
20200119,1300,-9.8,0.0
20200119,1400,-9.7,0.0
20200119,1500,-9.7,0.0
20200119,1600,-9.6,0.0
20200119,1700,-9.6,0.0
20200119,1800,-9.8,0.0
20200119,1900,-10.0,0.0
20200119,2000,-10.0,0.0
20200119,2100,-9.9,0.0
20200119,2200,-9.7,0.0
20200119,2300,-9.6,0.0
20200120,0000,-9.7,0.0
20200120,0100,-9.9,0.0
20200120,0200,-9.7,0.0
20200120,0300,-9.4,0.0
20200120,0400,-9.2,0.0
20200120,0500,-9.5,0.0
20200120,0600,-10.2,0.0
20200120,0700,-10.5,0.0
20200120,0800,-10.2,0.0
20200120,0900,-9.0,0.3
20200120,1000,-8.1,0.0
20200120,1100,-7.0,0.0
20200120,1200,-6.0,0.0
20200120,1300,-5.0,0.0
20200120,1400,-4.6,0.0
20200120,1500,-4.9,0.0
20200120,1600,-4.7,0.0
20200120,1700,-4.9,0.0
20200120,1800,-5.8,0.0
20200120,1900,-5.8,0.0
20200120,2000,-6.6,0.0
20200120,2100,-7.9,0.0
20200120,2200,-8.7,0.0
20200120,2300,-9.0,0.0
20200121,0000,-9.5,0.0
20200121,0100,-9.4,0.0
20200121,0200,-10.1,0.0
20200121,0300,-9.6,0.0
20200121,0400,-9.3,0.0
20200121,0500,-8.8,0.0
20200121,0600,-8.9,0.0
20200121,0700,-8.4,0.0
20200121,0800,-8.1,0.0
20200121,0900,-7.7,0.0
20200121,1000,-7.0,0.0
20200121,1100,-6.4,0.0
20200121,1200,-6.0,0.0
20200121,1300,-5.8,0.0
20200121,1400,-5.5,0.0
20200121,1500,-5.3,0.0
20200121,1600,-4.8,0.0
20200121,1700,-4.7,0.0
20200121,1800,-5.0,0.0
20200121,1900,-5.8,0.0
20200121,2000,-6.1,0.0
20200121,2100,-6.8,0.0
20200121,2200,-7.3,0.0
20200121,2300,-8.1,0.0
20200122,0000,-8.2,0.0
20200122,0100,-8.7,0.0
20200122,0200,-9.0,0.0
20200122,0300,-9.6,0.0
20200122,0400,-9.5,0.0
20200122,0500,-10.1,0.0
20200122,0600,-10.3,0.0
20200122,0700,-10.1,0.0
20200122,0800,-9.3,0.0
20200122,0900,-8.8,0.0
20200122,1000,-6.3,0.0
20200122,1100,-4.7,0.0
20200122,1200,-2.8,0.0
20200122,1300,-1.6,0.0
20200122,1400,-0.2,0.0
20200122,1500,1.0,0.0
20200122,1600,1.3,0.0
20200122,1700,0.8,0.0
20200122,1800,0.3,0.0
20200122,1900,-0.5,0.0
20200122,2000,-1.2,0.0
20200122,2100,-1.6,0.0
20200122,2200,-1.8,0.0
20200122,2300,-2.2,0.0
20200123,0000,-2.2,0.0
20200123,0100,-2.0,0.0
20200123,0200,-3.0,0.0
20200123,0300,-2.0,0.0
20200123,0400,-2.0,0.0
20200123,0500,-2.3,0.0
20200123,0600,-2.3,0.0
20200123,0700,-1.8,0.0
20200123,0800,-1.8,0.0
20200123,0900,-1.4,0.0
20200123,1000,-0.7,0.0
20200123,1100,1.6,0.0
20200123,1200,3.2,0.0
20200123,1300,3.4,0.0
20200123,1400,4.4,0.0
20200123,1500,4.7,0.0
20200123,1600,4.8,0.0
20200123,1700,4.5,0.0
20200123,1800,3.7,0.0
20200123,1900,3.4,0.0
20200123,2000,3.1,0.0
20200123,2100,3.2,0.0
20200123,2200,3.2,0.0
20200123,2300,3.5,0.0
20200124,0000,3.5,0.0
20200124,0100,3.5,0.0
20200124,0200,3.5,0.0
20200124,0300,3.8,0.0
20200124,0400,4.2,0.0
20200124,0500,4.1,0.0
20200124,0600,4.2,0.3
20200124,0700,3.4,0.9
20200124,0800,3.1,0.8
20200124,0900,3.6,0.7
20200124,1000,4.3,2.1
20200124,1100,4.2,2.4
20200124,1200,4.2,1.2
20200124,1300,5.5,1.6
20200124,1400,6.3,1.8
20200124,1500,6.5,1.6
20200124,1600,6.7,0.4
20200124,1700,6.6,1.5
20200124,1800,6.9,1.8
20200124,1900,7.3,1.6
20200124,2000,6.9,0.5
20200124,2100,6.6,0.0
20200124,2200,6.5,0.0
20200124,2300,6.4,0.0
20200125,0000,5.9,0.0
20200125,0100,5.2,0.0
20200125,0200,4.9,0.0
20200125,0300,4.9,0.2
20200125,0400,4.3,0.4
20200125,0500,3.7,0.0
20200125,0600,3.4,0.5
20200125,0700,3.2,0.0
20200125,0800,2.8,0.0
20200125,0900,2.6,0.0
20200125,1000,2.6,0.0
20200125,1100,2.7,0.0
20200125,1200,2.8,0.0
20200125,1300,2.9,0.0
20200125,1400,3.1,0.0
20200125,1500,2.6,0.2
20200125,1600,2.2,0.0
20200125,1700,1.8,0.0
20200125,1800,1.0,0.7
20200125,1900,0.2,0.4
20200125,2000,0.2,0.0
20200125,2100,0.2,0.4
20200125,2200,0.0,0.0
20200125,2300,0.0,0.0
20200126,0000,0.1,0.0
20200126,0100,0.0,0.0
20200126,0200,-0.2,0.0
20200126,0300,-0.3,0.0
20200126,0400,-0.3,0.0
20200126,0500,-0.2,0.0
20200126,0600,-0.2,0.0
20200126,0700,-0.2,0.0
20200126,0800,-0.2,0.0
20200126,0900,-0.3,0.0
20200126,1000,-0.3,0.0
20200126,1100,-0.3,0.0
20200126,1200,-0.1,0.0
20200126,1300,-0.1,0.0
20200126,1400,0.1,0.0
20200126,1500,0.3,0.0
20200126,1600,0.3,0.0
20200126,1700,0.3,0.0
20200126,1800,0.2,0.0
20200126,1900,0.1,0.0
20200126,2000,0.3,0.0
20200126,2100,0.3,0.0
20200126,2200,0.3,0.0
20200126,2300,0.4,0.0
20200127,0000,0.4,0.0
20200127,0100,0.6,0.0
20200127,0200,0.6,0.0
20200127,0300,0.5,0.0
20200127,0400,0.3,0.0
20200127,0500,0.2,0.0
20200127,0600,0.1,0.0
20200127,0700,-0.1,0.0
20200127,0800,-0.1,0.0
20200127,0900,0.0,0.0
20200127,1000,0.1,0.0
20200127,1100,0.0,0.0
20200127,1200,0.2,0.0
20200127,1300,0.3,0.0
20200127,1400,0.3,0.0
20200127,1500,0.4,0.0
20200127,1600,0.6,0.0
20200127,1700,0.6,0.0
20200127,1800,0.6,0.0
20200127,1900,0.5,0.0
20200127,2000,0.5,0.0
20200127,2100,0.5,0.0
20200127,2200,0.6,0.0
20200127,2300,0.5,0.0
20200128,0000,0.5,0.0
20200128,0100,0.4,0.0
20200128,0200,0.3,0.0
20200128,0300,0.2,0.0
20200128,0400,0.0,0.0
20200128,0500,-0.1,0.0
20200128,0600,-0.2,0.0
20200128,0700,-0.2,0.0
20200128,0800,-0.4,0.0
20200128,0900,-0.3,0.0
20200128,1000,-0.2,0.0
20200128,1100,-0.1,0.0
20200128,1200,0.1,0.0
20200128,1300,0.1,0.0
20200128,1400,0.0,0.0
20200128,1500,0.0,0.0
20200128,1600,0.2,0.0
20200128,1700,0.0,0.0
20200128,1800,-0.2,0.0
20200128,1900,-0.4,0.0
20200128,2000,-0.7,0.0
20200128,2100,-0.8,0.0
20200128,2200,-0.9,0.0
20200128,2300,-1.0,0.0
20200129,0000,-1.1,0.0
20200129,0100,-1.2,0.0
20200129,0200,-1.1,0.0
20200129,0300,-0.9,0.0
20200129,0400,-0.9,0.0
20200129,0500,-1.0,0.0
20200129,0600,-1.0,0.0
20200129,0700,-1.3,0.0
20200129,0800,-1.5,0.0
20200129,0900,-1.5,0.0
20200129,1000,-1.3,0.0
20200129,1100,-1.0,0.0
20200129,1200,-0.8,0.0
20200129,1300,-0.5,0.0
20200129,1400,-0.7,0.0
20200129,1500,-0.8,0.0
20200129,1600,-1.0,0.0
20200129,1700,-1.1,0.0
20200129,1800,-1.4,0.0
20200129,1900,-1.5,0.0
20200129,2000,-1.6,0.0
20200129,2100,-1.8,0.0
20200129,2200,-1.8,0.0
20200129,2300,-1.8,0.0
20200130,0000,-1.9,0.0
20200130,0100,-1.9,0.0
20200130,0200,-2.0,0.0
20200130,0300,-2.0,0.0
20200130,0400,-2.0,0.0
20200130,0500,-2.1,0.0
20200130,0600,-2.1,0.0
20200130,0700,-2.1,0.0
20200130,0800,-2.1,0.0
20200130,0900,-2.0,0.0
20200130,1000,-1.8,0.0
20200130,1100,-1.5,0.0
20200130,1200,-1.2,0.0
20200130,1300,-1.0,0.0
20200130,1400,-1.0,0.0
20200130,1500,-1.0,0.0
20200130,1600,-1.1,0.0
20200130,1700,-1.2,0.0
20200130,1800,-1.3,0.0
20200130,1900,-1.4,0.0
20200130,2000,-1.5,0.0
20200130,2100,-1.6,0.0
20200130,2200,-1.6,0.0
20200130,2300,-1.8,0.0
20200131,0000,-1.8,0.0
20200131,0100,-1.9,0.0
20200131,0200,-1.9,0.0
20200131,0300,-1.8,0.0
20200131,0400,-1.9,0.0
20200131,0500,-2.0,0.0
20200131,0600,-2.2,0.0
20200131,0700,-1.9,0.0
20200131,0800,-1.8,0.0
20200131,0900,-1.5,0.0
20200131,1000,-0.7,0.0
20200131,1100,0.3,0.0
20200131,1200,1.0,0.0
20200131,1300,1.5,0.0
20200131,1400,1.8,0.0
20200131,1500,2.0,0.0
20200131,1600,1.6,0.0
20200131,1700,1.2,0.0
20200131,1800,0.3,0.0
20200131,1900,0.1,0.0
20200131,2000,0.0,0.0
20200131,2100,-0.1,0.0
20200131,2200,-0.2,0.0
20200131,2300,-1.0,0.0
20200201,0000,-2.3,0.0
20200201,0100,-2.4,0.0
20200201,0200,-2.9,0.0
20200201,0300,-2.5,0.0
20200201,0400,-2.3,0.0
20200201,0500,-2.3,0.0
20200201,0600,-2.2,0.0
20200201,0700,-2.2,0.0
20200201,0800,-2.2,0.0
20200201,0900,-1.8,0.0
20200201,1000,-1.5,0.0
20200201,1100,-1.2,0.0
20200201,1200,-0.7,0.0
20200201,1300,-0.2,0.0
20200201,1400,0.3,0.0
20200201,1500,0.6,0.0
20200201,1600,0.8,0.0
20200201,1700,0.7,0.0
20200201,1800,0.5,0.0
20200201,1900,0.6,0.0
20200201,2000,0.4,0.4
20200201,2100,0.2,0.3
20200201,2200,0.5,0.0
20200201,2300,0.9,0.3
20200202,0000,0.8,0.0
20200202,0100,0.8,0.0
20200202,0200,0.8,0.0
20200202,0300,0.7,0.0
20200202,0400,0.5,0.0
20200202,0500,0.4,0.0
20200202,0600,0.4,0.0
20200202,0700,0.5,0.0
20200202,0800,0.6,0.0
20200202,0900,0.8,0.0
20200202,1000,2.0,0.0
20200202,1100,4.0,0.0
20200202,1200,6.3,0.0
20200202,1300,7.8,0.0
20200202,1400,9.6,0.0
20200202,1500,11.6,0.0
20200202,1600,12.3,0.0
20200202,1700,12.3,0.0
20200202,1800,11.5,0.0
20200202,1900,10.5,0.0
20200202,2000,9.9,0.0
20200202,2100,9.6,0.0
20200202,2200,8.8,0.0
20200202,2300,7.6,0.0
20200203,0000,6.5,0.0
20200203,0100,6.1,0.0
20200203,0200,5.7,0.0
20200203,0300,5.2,0.0
20200203,0400,4.9,0.0
20200203,0500,4.2,0.0
20200203,0600,3.8,0.0
20200203,0700,3.9,0.0
20200203,0800,2.4,0.0
20200203,0900,3.1,0.0
20200203,1000,5.6,0.0
20200203,1100,7.8,0.0
20200203,1200,9.2,0.0
20200203,1300,11.7,0.0
20200203,1400,13.9,0.0
20200203,1500,15.4,0.0
20200203,1600,15.9,0.0
20200203,1700,15.6,0.0
20200203,1800,14.8,0.0
20200203,1900,13.7,0.0
20200203,2000,13.4,0.0
20200203,2100,13.3,0.0
20200203,2200,13.3,0.0
20200203,2300,14.1,0.0
20200204,0000,15.5,0.0
20200204,0100,15.6,0.0
20200204,0200,14.6,0.0
20200204,0300,13.2,0.0
20200204,0400,12.7,0.0
20200204,0500,12.5,0.0
20200204,0600,12.9,0.0
20200204,0700,12.6,0.0
20200204,0800,12.5,0.0
20200204,0900,12.4,0.0
20200204,1000,11.9,0.0
20200204,1100,8.7,0.0
20200204,1200,5.4,0.3
20200204,1300,4.4,0.0
20200204,1400,3.5,0.0
20200204,1500,2.4,0.5
20200204,1600,1.4,2.0
20200204,1700,0.9,0.8
20200204,1800,0.6,2.0
20200204,1900,0.4,0.9
20200204,2000,0.2,0.6
20200204,2100,-0.1,0.0
20200204,2200,-0.2,0.0
20200204,2300,-0.2,0.0
20200205,0000,-0.4,0.0
20200205,0100,-0.7,0.0
20200205,0200,-1.1,0.0
20200205,0300,-1.2,0.0
20200205,0400,-1.5,0.0
20200205,0500,-1.8,0.0
20200205,0600,-2.4,0.0
20200205,0700,-2.6,0.0
20200205,0800,-2.6,0.0
20200205,0900,-2.6,0.0
20200205,1000,-2.3,0.0
20200205,1100,-2.0,0.0
20200205,1200,-1.6,0.0
20200205,1300,-1.2,0.0
20200205,1400,-0.5,0.0
20200205,1500,0.2,0.0
20200205,1600,0.6,0.0
20200205,1700,0.4,0.0
20200205,1800,0.1,0.0
20200205,1900,-0.1,0.0
20200205,2000,-0.2,0.0
20200205,2100,-0.8,4.5
20200205,2200,-1.2,2.5
20200205,2300,-1.3,0.7
20200206,0000,-1.4,0.5
20200206,0100,-1.1,0.0
20200206,0200,-1.0,0.0
20200206,0300,-0.9,0.0
20200206,0400,-0.7,0.0
20200206,0500,-0.9,0.0
20200206,0600,-1.0,0.0
20200206,0700,-1.0,0.0
20200206,0800,-1.0,0.0
20200206,0900,-0.9,0.0
20200206,1000,-0.7,0.0
20200206,1100,-0.5,0.2
20200206,1200,-0.7,0.7
20200206,1300,-0.6,0.3
20200206,1400,-0.5,0.0
20200206,1500,-0.2,0.0
20200206,1600,-0.1,0.0
20200206,1700,-0.2,0.4
20200206,1800,-0.6,0.6
20200206,1900,-0.7,0.5
20200206,2000,-0.9,0.4
20200206,2100,-1.3,0.0
20200206,2200,-1.6,0.0
20200206,2300,-1.9,0.0
20200207,0000,-2.2,0.0
20200207,0100,-2.4,0.0
20200207,0200,-2.6,0.0
20200207,0300,-2.7,0.3
20200207,0400,-2.8,0.0
20200207,0500,-2.8,0.3
20200207,0600,-3.2,0.9
20200207,0700,-3.4,0.3
20200207,0800,-3.7,0.8
20200207,0900,-3.9,0.7
20200207,1000,-4.0,0.3
